,scenario_id,decision,other_action,action_likelihood,action_entropy,model_id,eval_technique,eval_top_p,eval_temperature
31,G_537,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
32,G_538,action2,action1,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
33,G_539,action1,action2,0.9166666666666666,0.2868359828561607,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
34,G_540,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
35,G_541,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
36,G_542,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
37,G_543,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
38,G_544,action1,action2,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
39,G_546,action1,action2,0.9166666666666666,0.2868359828561607,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
40,G_547,action2,action1,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
41,G_548,action2,action1,0.75,0.5623351444188083,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
42,G_549,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
43,G_550,action2,action1,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
44,G_551,action2,action1,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
45,G_552,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
46,G_553,action1,action2,0.75,0.5623351444188083,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
47,G_554,action2,action1,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
48,G_555,action2,action1,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
49,G_556,action1,action2,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
50,G_557,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
51,G_558,action2,action1,0.75,0.5623351444188083,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
52,G_559,action1,action2,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
53,G_560,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
54,G_561,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
55,G_562,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
56,G_564,action1,action2,0.9166666666666666,0.2868359828561607,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
57,G_565,action2,action1,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
58,G_566,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
59,G_567,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
60,G_568,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
61,G_569,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
62,G_570,action2,action1,0.9166666666666666,0.2868359828561607,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
63,G_571,action2,action1,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
64,G_572,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
65,G_573,action1,action2,0.75,0.5623351444188083,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
66,G_574,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
67,G_575,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
68,G_576,action1,action2,0.75,0.5623351444188083,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
69,G_577,action1,action2,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
70,G_579,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
71,G_580,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
72,G_581,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
73,G_582,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
74,G_583,action1,action2,0.5833333333333334,0.6791932657915257,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
75,G_584,action2,action1,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
76,G_585,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
77,G_586,action1,action2,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
78,G_587,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
79,G_588,action2,action1,0.75,0.5623351444188083,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
80,G_589,action1,action2,0.9166666666666666,0.2868359828561607,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
81,G_590,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
82,G_591,action2,action1,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
83,G_592,action2,action1,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
84,G_593,action1,action2,0.9166666666666666,0.2868359828561607,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
85,G_594,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
86,G_595,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
87,G_596,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
88,G_598,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
89,G_599,action1,action2,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
90,G_600,action1,action2,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
91,G_601,action2,action1,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
92,G_602,action1,action2,0.6666666666666666,0.6365141680948128,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
93,G_603,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
94,G_604,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
95,G_605,action1,action2,0.75,0.5623351444188083,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
96,G_606,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
97,G_607,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
98,G_609,action2,action1,0.8333333333333334,0.4505612086663046,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
99,G_610,action1,action2,1.0,-1.0000000826903709e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
