,scenario_id,decision,other_action,action_likelihood,action_entropy,model_id,eval_technique,eval_top_p,eval_temperature
30,G_031,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
31,G_032,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
32,G_033,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
33,G_034,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
34,G_035,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
35,G_036,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
36,G_037,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
37,G_038,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
38,G_039,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
39,G_040,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
40,G_041,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
41,G_042,invalid,action2,0.5,0.6931471803599453,google/gemma-7b,top_p_sampling,1.0,1.0
42,G_043,invalid,action2,0.5833333333333334,0.6791932657915257,google/gemma-7b,top_p_sampling,1.0,1.0
43,G_044,invalid,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
44,G_045,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
45,G_046,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
46,G_047,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
47,G_048,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
48,G_049,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
49,G_050,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
50,G_051,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
51,G_052,invalid,action2,0.5833333333333334,0.6791932657915257,google/gemma-7b,top_p_sampling,1.0,1.0
52,G_053,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
53,G_054,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
54,G_055,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
55,G_056,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
56,G_057,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
57,G_058,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
58,G_059,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
59,G_060,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
60,G_062,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
61,G_063,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
62,G_064,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
63,G_065,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
64,G_066,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
65,G_067,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
66,G_068,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
67,G_070,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
68,G_071,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
69,G_072,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
70,G_074,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
71,G_075,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
72,G_076,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
73,G_077,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
74,G_078,refusal,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
75,G_079,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
76,G_080,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
77,G_081,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
78,G_082,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
79,G_083,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
80,G_084,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
81,G_085,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
82,G_086,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
83,G_087,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
84,G_088,refusal,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
85,G_089,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
86,G_090,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
87,G_091,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
88,G_092,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
89,G_093,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
90,G_094,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
91,G_095,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
92,G_096,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
93,G_097,invalid,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
94,G_098,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
95,G_099,invalid,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
96,G_100,invalid,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
97,G_101,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
98,G_102,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
99,G_103,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
100,G_104,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
101,G_105,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
102,G_106,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
103,G_107,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
104,G_108,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
105,G_109,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
106,G_110,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
107,G_111,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
108,G_112,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
109,G_113,invalid,action2,0.5833333333333334,0.6791932657915257,google/gemma-7b,top_p_sampling,1.0,1.0
110,G_114,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
111,G_115,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
112,G_116,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
113,G_117,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
114,G_118,invalid,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
115,G_119,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
116,G_120,invalid,action2,0.5,0.6931471803599453,google/gemma-7b,top_p_sampling,1.0,1.0
117,G_121,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
118,G_122,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
119,G_123,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
120,G_124,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
121,G_125,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
122,G_126,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
123,G_127,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
124,G_128,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
125,G_129,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
126,G_130,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
127,G_131,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
128,G_132,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
129,G_134,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
130,G_135,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
131,G_136,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
132,G_137,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
133,G_138,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
134,G_139,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
135,G_140,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
136,G_141,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
137,G_142,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
138,G_143,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
139,G_144,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
140,G_145,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
141,G_146,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
142,G_147,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
143,G_148,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
144,G_149,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
145,G_150,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
146,G_151,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
147,G_152,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
148,G_153,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
149,G_154,invalid,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
150,G_155,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
151,G_156,refusal,action2,0.5833333333333334,0.6791932657915257,google/gemma-7b,top_p_sampling,1.0,1.0
152,G_157,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
153,G_158,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
154,G_159,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
155,G_160,invalid,action2,0.5833333333333334,0.6791932657915257,google/gemma-7b,top_p_sampling,1.0,1.0
156,G_161,invalid,action2,0.5,0.6931471803599453,google/gemma-7b,top_p_sampling,1.0,1.0
157,G_162,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
158,G_163,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
159,G_164,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
160,G_165,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
161,G_166,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
162,G_168,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
163,G_169,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
164,G_170,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
165,G_172,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
166,G_173,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
167,G_174,invalid,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
168,G_175,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
169,G_176,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
170,G_177,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
171,G_178,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
172,G_179,invalid,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
173,G_180,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
174,G_181,refusal,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
175,G_182,invalid,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
176,G_184,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
177,G_185,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
178,G_186,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
179,G_187,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
180,G_188,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
181,G_189,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
182,G_190,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
183,G_191,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
184,G_192,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
185,G_193,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
186,G_194,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
187,G_195,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
188,G_196,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
189,G_197,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
190,G_198,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
191,G_199,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
192,G_200,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
193,G_201,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
194,G_202,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
195,G_203,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
196,G_204,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
197,G_205,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
198,G_206,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
199,G_207,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
200,G_208,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
201,G_209,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
202,G_210,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
203,G_211,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
204,G_212,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
205,G_213,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
206,G_214,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
207,G_215,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
208,G_216,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
209,G_217,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
210,G_218,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
211,G_219,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
212,G_220,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
213,G_221,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
214,G_222,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
215,G_223,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
216,G_224,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
217,G_225,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
218,G_226,invalid,action2,0.5833333333333334,0.6791932657915257,google/gemma-7b,top_p_sampling,1.0,1.0
219,G_227,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
220,G_228,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
221,G_230,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
222,G_231,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
223,G_232,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
224,G_233,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
225,G_234,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
226,G_235,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
227,G_236,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
228,G_237,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
229,G_238,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
230,G_239,invalid,action2,0.6666666666666666,0.6365141680948128,google/gemma-7b,top_p_sampling,1.0,1.0
231,G_240,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
232,G_241,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
233,G_242,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
234,G_243,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
235,G_245,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
236,G_246,invalid,action2,0.75,0.5623351444188083,google/gemma-7b,top_p_sampling,1.0,1.0
237,G_247,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
238,G_248,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
239,G_249,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
240,G_250,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
241,G_251,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
242,G_253,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
243,G_254,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
244,G_255,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
245,G_256,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
246,G_257,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
247,G_258,invalid,action2,0.9166666666666666,0.28683598285616074,google/gemma-7b,top_p_sampling,1.0,1.0
248,G_259,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
249,G_260,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
250,G_261,invalid,action2,0.5,0.6931471803599453,google/gemma-7b,top_p_sampling,1.0,1.0
251,G_262,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
252,G_263,invalid,action2,0.8333333333333334,0.4505612086663046,google/gemma-7b,top_p_sampling,1.0,1.0
253,G_264,invalid,action2,1.0,-1.000000082690371e-10,google/gemma-7b,top_p_sampling,1.0,1.0
