,scenario_id,decision,other_action,action_likelihood,action_entropy,model_id,eval_technique,eval_top_p,eval_temperature
39,C_526,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
40,C_663,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
41,C_664,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
42,C_666,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
43,C_668,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
44,C_670,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
45,C_671,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
46,C_673,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
47,C_674,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
48,C_675,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
49,C_677,action1,action2,1.0,-1.000000082690371e-10,meta/llama-3.1-70b,top_p_sampling,1.0,1.0
