,scenario_id,decision,other_action,action_likelihood,action_entropy,model_id,eval_technique,eval_top_p,eval_temperature,a1_action_likelihood
32,G_033,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
33,G_034,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
34,G_035,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
35,G_036,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
36,G_037,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
37,G_038,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
38,G_039,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
39,G_040,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
40,G_041,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
41,G_042,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
42,G_043,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
43,G_044,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
44,G_045,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
45,G_046,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
46,G_047,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
47,G_048,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
48,G_049,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
49,G_050,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
50,G_051,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
51,G_052,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
52,G_053,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
53,G_054,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
54,G_055,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
55,G_056,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
56,G_057,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
57,G_058,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
58,G_059,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
59,G_060,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
60,G_062,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
61,G_063,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
62,G_064,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
63,G_065,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
64,G_066,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
65,G_067,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
66,G_068,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
67,G_070,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
68,G_071,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
69,G_072,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
70,G_074,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
71,G_075,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
72,G_076,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
73,G_077,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
74,G_078,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
75,G_079,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
76,G_080,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
77,G_081,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
78,G_082,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
79,G_083,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
80,G_084,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
81,G_085,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
82,G_086,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
83,G_087,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
84,G_088,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
85,G_089,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
86,G_090,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
87,G_091,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
88,G_092,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
89,G_093,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
90,G_094,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
91,G_095,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
92,G_096,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
93,G_097,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
94,G_098,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
95,G_099,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
96,G_100,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
97,G_101,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
98,G_102,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
99,G_103,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
100,G_104,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
101,G_105,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
102,G_106,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
103,G_107,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
104,G_108,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
105,G_109,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
106,G_110,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
107,G_111,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
108,G_112,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
109,G_113,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
110,G_114,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
111,G_115,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
112,G_116,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
113,G_117,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
114,G_118,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
115,G_119,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
116,G_120,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
117,G_121,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
118,G_122,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
119,G_123,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
120,G_124,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
121,G_125,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
122,G_126,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
123,G_127,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
124,G_128,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
125,G_129,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
126,G_130,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
127,G_131,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
128,G_132,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
129,G_134,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
130,G_135,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
131,G_136,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
132,G_137,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
133,G_138,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
134,G_139,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
135,G_140,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
136,G_141,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
137,G_142,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
138,G_143,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
139,G_144,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
140,G_145,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
141,G_146,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
142,G_147,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
143,G_148,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
144,G_149,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
145,G_150,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
146,G_151,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
147,G_152,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
148,G_153,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
149,G_154,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
150,G_155,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
151,G_156,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
152,G_157,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
153,G_158,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
154,G_159,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
155,G_160,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
156,G_161,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
157,G_162,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
158,G_163,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
159,G_164,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
160,G_165,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
161,G_166,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
162,G_168,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
163,G_169,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
164,G_170,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
165,G_172,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
166,G_173,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
167,G_174,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
168,G_175,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
169,G_176,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
170,G_177,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
171,G_178,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
172,G_179,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
173,G_180,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
174,G_181,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
175,G_182,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
176,G_184,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
177,G_185,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
178,G_186,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
179,G_187,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
180,G_188,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
181,G_189,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
182,G_190,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
183,G_191,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
184,G_192,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
185,G_193,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
186,G_194,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
187,G_195,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
188,G_196,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
189,G_197,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
190,G_198,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
191,G_199,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
192,G_200,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
193,G_201,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
194,G_202,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
195,G_203,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
196,G_204,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
197,G_205,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
198,G_206,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
199,G_207,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
200,G_208,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
201,G_209,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
202,G_210,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
203,G_211,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
204,G_212,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
205,G_213,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
206,G_214,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
207,G_215,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
208,G_216,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
