,scenario_id,decision,other_action,action_likelihood,action_entropy,model_id,eval_technique,eval_top_p,eval_temperature,a1_action_likelihood
37,H_038,action2,action1,1.0,-1.0000000826903709e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
38,H_039,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
39,H_040,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.1666666666666666
40,H_041,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.4166666666666666
41,H_042,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.3333333333333333
42,H_043,action1,action2,1.0,-1.0000000826903709e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
43,H_044,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
44,H_045,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.1666666666666666
45,H_046,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
46,H_047,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
47,H_048,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
48,H_049,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
49,H_050,action2,action1,0.9166666666666666,0.2868359828561607,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0833333333333333
50,H_051,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
51,H_052,action1,action2,0.9166666666666666,0.2868359828561607,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
52,H_053,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.4166666666666666
53,H_054,action2,action1,0.9166666666666666,0.2868359828561607,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0833333333333333
54,H_055,action2,action1,0.9166666666666666,0.2868359828561607,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0833333333333333
55,H_056,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
56,H_057,action2,action1,1.0,-1.0000000826903709e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
57,H_058,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
58,H_059,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.3333333333333333
59,H_060,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
60,H_061,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
61,H_062,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
62,H_063,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.4166666666666666
63,H_064,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
64,H_065,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
65,H_066,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
66,H_067,action1,action2,0.9166666666666666,0.2868359828561607,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
67,H_068,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
68,H_069,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
69,H_070,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.1666666666666666
70,H_071,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
71,H_072,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
72,H_073,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
73,H_074,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.4166666666666666
74,H_075,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
75,H_076,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.4166666666666666
76,H_077,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
77,H_078,action1,action2,0.9166666666666666,0.2868359828561607,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
78,H_079,action1,action2,1.0,-1.0000000826903709e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
79,H_080,action1,action2,1.0,-1.0000000826903709e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
80,H_081,action1,action2,1.0,-1.0000000826903709e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
81,H_082,action2,action1,1.0,-1.0000000826903709e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
82,H_083,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
83,H_084,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.1666666666666666
84,H_085,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
85,H_086,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
86,H_087,action2,action1,1.0,-1.0000000826903709e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
87,H_088,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
88,H_089,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
89,H_090,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.1666666666666666
90,H_091,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
91,H_092,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
92,H_093,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.3333333333333333
93,H_094,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.3333333333333333
94,H_095,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.3333333333333333
95,H_096,action1,action2,0.9166666666666666,0.2868359828561607,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
96,H_097,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
97,H_098,action2,action1,0.9166666666666666,0.2868359828561607,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0833333333333333
98,H_099,action2,action1,0.9166666666666666,0.2868359828561607,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0833333333333333
99,H_100,action1,action2,1.0,-1.0000000826903709e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
